# Aktif filtreler:
# - folder: 56e59dc5-7f29-4e4e-9ed5-0f8101192f76
#,Domain,Domain Type,Citations,Appearance Rate %,Brand Citations,Competitor Citations,Gap Score,Top Prompts
133,ozdilekholding.com.tr,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
134,renasan.com.tr,corporate,2,3.6,0,2,41,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (2)
135,sanko.com.tr,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
136,seraltekstil.com.tr,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
137,setekshome.com,corporate,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
138,sinadahome.com.tr,corporate,2,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (2)
139,tinylamb.co,corporate,2,7.1,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1) | Bebek için nevresim takımında hangi markalar güvenli? (1)
140,toptanhavlu.com.tr,editorial,2,3.6,1,1,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
141,tr.denizlihometex.com,ugc,2,3.6,2,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (2)
142,turkpidya.com,corporate,2,3.6,2,2,0,En iyi yerli havlu markası hangisi? (2)
143,uib.org.tr,corporate,2,3.6,2,2,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (2)
144,vakko.com,corporate,2,3.6,1,2,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (2)
145,vivense.com,corporate,2,3.6,0,0,0,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (2)
146,wishboutique.com.tr,corporate,2,3.6,1,2,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (2)
147,zezigkumas.com,corporate,2,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (2)
148,miteproof.com.tr,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
149,mkhavlu.com,corporate,1,3.6,1,1,0,En iyi yerli havlu markası hangisi? (1)
150,mobilyis.com,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
151,tuvahome.com,corporate,1,3.6,1,1,0,Türkiye'nin en iyi ev tekstili markaları hangileri? (1)
152,yunevim.com.tr,corporate,1,3.6,1,1,0,En iyi nevresim takımı markası hangisi? (1)
153,morelish.com,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
154,eccem.com,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
155,moyhavlu.com.tr,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
156,dokurtekstil.com.tr,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
157,uykuseti.com.tr,corporate,1,3.6,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1)
158,zebracasa.com,corporate,1,3.6,1,1,0,Çift kişilik yatak örtüsü için hangi markaları önerirsin? (1)
159,n11.com,aggregator,1,3.6,1,1,0,En iyi battaniye markası hangisi? (1)
160,naturaborn.com,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
161,dixifuar.com,corporate,1,3.6,1,1,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
162,varoltekstil.com.tr,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
163,dekordiyon.com,corporate,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
164,dekorcenneti.com,corporate,1,3.6,0,1,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
165,oggusto.com,corporate,1,3.6,0,1,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
166,velmorasleep.com,corporate,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
167,verodis.com.tr,corporate,1,3.6,1,1,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
168,dantela.com.tr,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
169,ankastregaleri.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
170,ossatasarim.com,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
171,otello.com.tr,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
172,othellobedding.com,corporate,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
173,ottolinen.com.tr,corporate,1,3.6,1,1,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
174,ozaytex.com,ugc,1,3.6,1,1,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
175,ozdemirlerhali.com.tr,corporate,1,3.6,1,1,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
176,villatekstili.com,corporate,1,3.6,0,0,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
177,cottonbox.com.tr,ugc,1,3.6,1,1,0,En iyi yerli nevresim takımı markaları hangileri? (1)
178,vionelhome.com.tr,corporate,1,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1)
179,coolhali.com,corporate,1,3.6,1,1,0,Banyo halısı ve paspas takımında hangi markalar kaliteli? (1)
180,comforthome.com.tr,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
181,ozhanetekstil.com.tr,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
182,pazarium.com.tr,corporate,1,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1)
183,btsoekonomi.com,corporate,1,3.6,1,1,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
184,peshtemalpark.com,corporate,1,3.6,0,1,10,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1)
185,bosch-home.com.tr,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
186,porland.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
187,adeatekstil.com,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
188,pupillacollection.com.tr,corporate,1,3.6,1,1,0,Uzun ömürlü ve dayanıklı havlu için hangi markalar öneriliyor? (1)
189,bifikir.com,ugc,1,3.6,0,1,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
190,ranperde.com,corporate,1,3.6,1,1,0,Yeni eve taşınırken hangi ev tekstili markalarını önerirsin? (1)
191,reddit.com,ugc,1,3.6,1,0,0,En iyi havlu markası hangisi? (1)
192,altinbasaktoptan.com,editorial,1,3.6,1,1,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
193,revnaonline.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
194,beltatex.com,ugc,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
195,ruya.com.tr,corporate,1,3.6,0,1,10,Kaliteli pike takımı hangi markadan alınır? (1)
196,salbace.com,corporate,1,3.6,1,0,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
197,samina.com.tr,corporate,1,3.6,1,1,0,"Havlu, bornoz ve nevresimi tek markadan çeyiz olarak almak istesem hangi markalar uygun? (1)"
198,zelal.com.tr,corporate,1,3.6,0,1,10,Leke tutmayan masa örtüsü için hangi markalar öne çıkıyor? (1)
199,beko.com.tr,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
200,saribulut.com,corporate,1,3.6,1,1,0,Yerli çeyiz markaları arasında hangisini önerirsin? (1)
201,bebexia.com.tr,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
202,basarhome.com,corporate,1,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
203,zorlutekstil.com.tr,corporate,1,3.6,1,1,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
204,www2.hm.com,corporate,1,3.6,0,1,10,Bebek için nevresim takımında hangi markalar güvenli? (1)
205,sevimhavlu.com.tr,corporate,1,3.6,0,1,10,Kaliteli pike takımı hangi markadan alınır? (1)
206,sihirmobilya.com.tr,corporate,1,3.6,1,1,0,Türkiye'nin en iyi ev tekstili markaları hangileri? (1)
207,babynestr.com,corporate,1,3.6,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1)
208,alisverisrehberi.com,editorial,1,3.6,1,1,0,Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
209,babymall.com.tr,corporate,1,3.6,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1)
210,tacceyizseti.gen.tr,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
211,aryildiz.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
212,tacev.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
213,areda.com,corporate,1,3.6,0,1,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
214,taspinar.com,corporate,1,3.6,1,1,0,Ev tekstili alırken hangi markayı tercih etmeliyim? (1)
215,hoteltowel.com.tr,corporate,1,3.6,0,0,0,Otel kalitesinde havlu ve bornoz üreten Türk markaları hangileri? (1)
216,hommdays.com,corporate,1,3.6,0,0,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
217,teknosa.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
218,ipekshop.com,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
219,homeiswell.com.tr,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
220,tekstilteknik.com.tr,corporate,1,3.6,0,0,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
221,homeharmony.com.tr,corporate,1,3.6,1,0,0,Çocuk bornozunda güvenli ve kaliteli marka hangisi? (1)
222,iyiuykuiyihayat.com,corporate,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
223,textilegence.com,corporate,1,3.6,0,0,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
224,joyfulkids.com.tr,corporate,1,3.6,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1)
225,jumbo.com.tr,corporate,1,3.6,1,1,0,Yerli çeyiz markaları arasında hangisini önerirsin? (1)
226,textile.global,other,1,3.6,0,0,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
227,thenestkids.com.tr,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
228,gumussuyu.com.tr,corporate,1,3.6,1,1,0,Banyo halısı ve paspas takımında hangi markalar kaliteli? (1)
229,gumuscudtm.com,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
230,group.sarar.com,corporate,1,3.6,1,1,0,Yeni eve taşınırken hangi ev tekstili markalarını önerirsin? (1)
231,forsavm.com.tr,corporate,1,3.6,1,1,0,Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
232,evlen.com.tr,corporate,1,3.6,0,0,0,Çift kişilik yatak örtüsü için hangi markaları önerirsin? (1)
233,yargici.com,corporate,1,3.6,1,1,0,Fiyat/performans açısından en iyi ev tekstili markaları hangileri? (1)
234,evkur.com.tr,corporate,1,3.6,1,1,0,Yeni eve taşınırken hangi ev tekstili markalarını önerirsin? (1)
235,alerjisepeti.com,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
236,lajel.com.tr,corporate,1,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1)
237,europages.com.tr,corporate,1,3.6,0,1,10,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
238,yatsan.com,competitor,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
239,etextilemagazine.com,editorial,1,3.6,0,0,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
240,eshomecollection.com,corporate,1,3.6,1,1,0,En iyi yorgan markası hangisi? (1)
241,esastekstil.com.tr,corporate,1,3.6,0,0,0,Bebek için nevresim takımında hangi markalar güvenli? (1)
242,arcelik.com.tr,corporate,1,3.6,0,1,10,Çeyiz için en iyi markalar hangileri? (1)
243,maisonette.com.tr,corporate,1,3.6,1,1,0,En iyi bornoz markası nedir? (1)
244,eniyisinde.com.tr,corporate,1,3.6,1,1,0,En iyi battaniye markası hangisi? (1)
245,emsan.com.tr,corporate,1,3.6,1,1,0,Yerli çeyiz markaları arasında hangisini önerirsin? (1)
246,tr.wikipedia.org,reference,1,3.6,1,1,0,En kaliteli yerli ev tekstili markaları hangileri? (1)
247,turkishtextilefair.com,corporate,1,3.6,1,1,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
248,meltemkids.com,corporate,1,3.6,1,1,0,Yenidoğan uyku seti için hangi markalar öne çıkıyor? (1)
249,aksesu.com,corporate,1,3.6,0,0,0,Peştemal ve plaj havlusunda hangi markalar öne çıkıyor? (1)
250,ekohaber.com.tr,editorial,1,3.6,0,0,0,Ev tekstilinde yerli markalar mı yoksa ithal/yabancı markalar mı daha kaliteli? (1)
